iter	Passed	Remaining
1723	4037	646
1724	4039	643
1725	4040	641
1726	4043	639
1727	4044	636
1728	4046	634
1729	4048	631
1730	4049	629
1731	4051	626
1732	4054	624
1733	4056	622
1734	4060	620
1735	4062	617
1736	4064	615
1737	4066	613
1738	4069	610
1739	4071	608
1740	4073	605
1741	4074	603
1742	4077	601
1743	4078	598
1744	4080	596
1745	4083	594
1746	4085	591
1747	4086	589
1748	4088	586
1749	4090	584
1750	4091	581
1751	4094	579
1752	4096	577
1753	4097	574
1754	4099	572
1755	4101	569
1756	4102	567
1757	4104	565
1758	4106	562
1759	4107	560
1760	4109	557
1761	4111	555
1762	4113	552
1763	4114	550
1764	4116	548
1765	4118	545
1766	4121	543
1767	4122	540
1768	4124	538
1769	4126	536
1770	4127	533
1771	4129	531
1772	4131	528
1773	4132	526
1774	4135	524
1775	4136	521
1776	4139	519
1777	4140	516
1778	4142	514
1779	4143	512
1780	4145	509
1781	4146	507
1782	4148	504
1783	4151	502
1784	4153	500
1785	4154	497
1786	4156	495
1787	4158	493
1788	4160	490
1789	4161	488
1790	4164	485
1791	4165	483
1792	4167	481
1793	4170	478
1794	4171	476
1795	4173	474
1796	4175	471
1797	4177	469
1798	4179	466
1799	4180	464
1800	4183	462
1801	4184	459
1802	4186	457
1803	4190	455
1804	4193	453
1805	4194	450
1806	4196	448
1807	4198	445
1808	4200	443
1809	4202	441
1810	4204	438
1811	4207	436
1812	4210	434
1813	4212	431
1814	4216	429
1815	4219	427
1816	4221	425
1817	4223	422
1818	4226	420
1819	4227	418
1820	4229	415
1821	4233	413
1822	4235	411
1823	4237	408
1824	4238	406
1825	4240	404
1826	4243	401
1827	4244	399
1828	4246	397
1829	4247	394
1830	4250	392
1831	4251	389
1832	4253	387
1833	4255	385
1834	4256	382
1835	4258	380
1836	4263	378
1837	4265	375
1838	4268	373
1839	4270	371
1840	4273	369
1841	4274	366
1842	4277	364
1843	4278	361
1844	4280	359
1845	4282	357
1846	4285	354
1847	4287	352
1848	4289	350
1849	4291	347
1850	4293	345
1851	4297	343
1852	4300	341
1853	4303	338
1854	4305	336
1855	4308	334
1856	4312	332
1857	4314	329
1858	4316	327
1859	4319	325
1860	4322	322
1861	4324	320
1862	4326	318
1863	4327	315
1864	4330	313
1865	4334	311
1866	4339	309
1867	4341	306
1868	4345	304
1869	4348	302
1870	4350	299
1871	4351	297
1872	4354	295
1873	4356	292
1874	4358	290
1875	4359	288
1876	4361	285
1877	4363	283
1878	4365	281
1879	4366	278
1880	4369	276
1881	4371	274
1882	4374	271
1883	4376	269
1884	4378	267
1885	4379	264
1886	4384	262
1887	4387	260
1888	4388	257
1889	4391	255
1890	4398	253
1891	4399	251
1892	4403	248
1893	4405	246
1894	4408	244
1895	4409	241
1896	4412	239
1897	4413	237
1898	4415	234
1899	4419	232
1900	4421	230
1901	4423	227
1902	4425	225
1903	4427	223
1904	4430	220
1905	4431	218
1906	4433	216
1907	4435	213
1908	4437	211
1909	4438	209
1910	4440	206
1911	4443	204
1912	4445	202
1913	4446	199
1914	4449	197
1915	4451	195
1916	4452	192
1917	4454	190
1918	4456	188
1919	4458	185
1920	4461	183
1921	4462	181
1922	4464	178
1923	4467	176
1924	4469	174
1925	4470	171
1926	4473	169
1927	4474	167
1928	4476	164
1929	4477	162
1930	4480	160
1931	4482	157
1932	4485	155
1933	4486	153
1934	4490	150
1935	4493	148
1936	4498	146
1937	4500	143
1938	4502	141
1939	4508	139
1940	4510	137
1941	4512	134
1942	4514	132
1943	4518	130
1944	4522	127
1945	4524	125
1946	4528	123
1947	4530	120
1948	4532	118
1949	4533	116
1950	4535	113
1951	4537	111
1952	4538	109
1953	4540	106
1954	4542	104
1955	4545	102
1956	4547	99
1957	4549	97
1958	4551	95
1959	4553	92
1960	4555	90
1961	4558	88
1962	4560	85
1963	4561	83
1964	4563	81
1965	4565	78
1966	4567	76
1967	4569	74
1968	4571	71
1969	4573	69
1970	4576	67
1971	4577	65
1972	4579	62
1973	4581	60
1974	4584	58
1975	4586	55
1976	4588	53
1977	4589	51
1978	4592	48
1979	4594	46
1980	4597	44
1981	4599	41
1982	4600	39
1983	4603	37
1984	4605	34
1985	4606	32
1986	4608	30
1987	4610	27
1988	4611	25
1989	4613	23
1990	4615	20
1991	4617	18
1992	4619	16
1993	4621	13
1994	4623	11
1995	4624	9
1996	4626	6
1997	4627	4
1998	4629	2
1999	4631	0
